Inputs;;;;;;;Outputs;;;;;
Flow UUID;Flow;Category;Sub-category;Unit;Result;;Flow UUID;Flow;Category;Sub-category;Unit;Result
b79e26a0-88db-441f-b79b-508506e81b93;Transformation, from dump site, sanitary landfill;Resource;land;m2;9,78283E-05;;6d68481c-c667-4cda-b7c0-36b31872a93e;Benzo(a)anthracene;Emission to water;fresh water;kg;2,19833E-09
7d5b5802-3698-4be8-98f8-ab7c1a2e9328;Transformation, from dump site, slag compartment;Resource;land;m2;2,59754E-06;;5e13c2ab-5466-4ff5-816d-702dfdf25f76;Benzo(a)pyrene;Emission to air;unspecified;kg;1,48362E-07
bd7e559d-8a9e-3a98-81d4-2f6bcd6eca91;Transformation, from forest, extensive;Resource;land;m2;4,3376E-05;;81c4ba39-8a3f-4a43-97b4-401605bbebf5;Benzo(a)pyrene;Emission to air;low population density;kg;4,73391E-05
8c920eda-3eee-4782-ace6-c706fb363b88;Transformation, from forest, intensive, clear-cutting;Resource;land;m2;0,000734393;;63e7892e-8549-11e0-9d78-0800200c9a66;Benzo(a)pyrene;Emission to water;unspecified;kg;2,10841E-07
963b17e3-ec2a-3715-85eb-01d84a8fce7b;Transformation, from forest, intensive, normal;Resource;land;m2;0,432500636;;2cbb504a-ce2f-40e9-9d38-e130e95a1242;Benzo(a)pyrene;Emission to air;high population density;kg;1,75073E-07
ac0aba5c-66ce-42c9-9f46-1e47ab7bc4b9;Transformation, from forest, natural;Resource;land;m2;3,80546E-10;;18d7c24e-19d0-4dc3-b042-7ed7be199b52;Benzo(a)pyrene;Emission to water;fresh water;kg;8,14438E-17
0930b6b8-d9c6-4462-966f-ac7495b63bed;Transformation, from forest, unspecified;Resource;land;m2;0,029554768;;49e82a9e-331a-45e1-8a86-ff1526045fc8;Benzo(g,h,i)perylene;Emission to air;unspecified;kg;1,84932E-08
2e002771-9f22-43e3-9990-f06f8235700b;Transformation, from heterogeneous, agricultural;Resource;land;m2;6,69219E-05;;90bda18e-57be-4070-a385-50b4c1c95ce6;Benzo(k)fluoranthene;Emission to water;fresh water;kg;3,51606E-10
0331d547-57ea-4ec6-a746-3ab289c3626a;Transformation, from industrial area;Resource;land;m2;0,000436631;;4d9a8790-3ddd-11dd-94a1-0050c2490048;Benzo(k)fluoranthene;Emission to air;unspecified;kg;3,69865E-08
b93fac73-b3b1-4825-b1db-c129d404d3f3;Transformation, from industrial area, benthos;Resource;unspecified;m2;8,24525E-06;;4d9a8790-3ddd-11dd-94a9-0050c2490048;Benzo(k)fluoranthene;Emission to water;ocean;kg;1,02576E-07
12be05aa-48ad-49a8-a864-7a51ba56075b;Transformation, from industrial area, built up;Resource;unspecified;m2;5,6444E-07;;5457df7d-0461-407c-9f09-0338dbff77ef;Beryllium II;Emission to air;low population density, long-term;kg;5,45553E-07
f9795c43-391d-4e31-a4ce-bee8259adb03;Transformation, from industrial area, vegetation;Resource;land;m2;9,62869E-07;;dbf49708-ee0c-44f2-8662-5edd89ad472b;Beryllium II;Emission to soil;unspecified;kg;3,37786E-14
64d99cb5-3b4f-4195-b86f-c5f45b4dcd19;Transformation, from mineral extraction site;Resource;land;m2;0,004967506;;8d0ca1a5-6a40-4eda-861a-a0fccdc81b19;Beryllium II;Emission to water;unspecified;kg;8,05087E-09
54d144f3-a534-429d-bdd6-f3d8448ab4cc;Transformation, from pasture and meadow;Resource;unspecified;m2;0,000126497;;04512c78-0228-4291-8c4d-7e64b6ad670c;Beryllium II;Emission to water;fresh water;kg;1,45575E-07
2c126bcc-bb63-4d63-bd72-f02a1e616809;Transformation, from pasture, man made;Resource;land;m2;0,061913924;;5d4b497b-d265-42d1-a41a-113785a6d694;Beryllium II;Emission to air;low population density;kg;2,08713E-08
05cd834e-341d-3930-ac07-7874077b086b;Transformation, from pasture, man made, intensive;Resource;land;m2;0,001082257;;1499beff-e008-4efa-9e47-0f6095b0ffc4;Beryllium II;Emission to water;lake;kg;5,33045E-09
e15786b4-0445-4a67-8e9f-cb7b3e349935;Transformation, from sea and ocean;Resource;unspecified;m2;5,59298E-06;;24e0a9cb-a789-46e2-a25c-0278a90d67e5;Beryllium II;Emission to water;ground water, long-term;kg;0,000429489
928ba839-d6e5-4d1e-b5fd-122998a9bbe2;Transformation, from seabed, unspecified;Resource;land;m2;0,006706859;;20557d93-2b1c-49b5-b6c0-3528a8bbc307;Beryllium II;Emission to air;unspecified;kg;5,00272E-07
17a5a406-333f-4b9e-8852-c2de50bc9585;Transformation, from shrub land, sclerophyllous;Resource;land;m2;0,00298796;;7672267f-4541-4c9a-9ca0-ec2f41b95cbc;Beryllium II;Emission to water;ocean;kg;5,73129E-07
46b8b2fd-eb2a-413d-bc39-e7dc18a420ef;Transformation, from traffic area, rail/road embankment;Resource;land;m2;0,004316283;;19e97bd6-d0ae-4208-bd77-d58e5d46d827;Beryllium II;Emission to air;high population density;kg;1,38439E-08
7899bb60-56fd-3d8b-8c3a-9d6341b9d747;Transformation, from tropical rain forest;Resource;land;m2;0,000736584;;fa89c354-2263-4ed2-ac56-99946be5c665;Beryllium II;Emission to water;ground water;kg;8,34817E-07
12264257-7f8b-4afe-b3cb-3ac28ca1661a;Transformation, from unknown;Resource;land;m2;0,029793753;;b0758e8e-691c-4c96-8a90-4784c47cd962;Beryllium II;Emission to soil;industrial;kg;1,03973E-19
a8e39acd-6e7f-4d43-973b-37e6b7c00037;Transformation, from urban, continuously built;Resource;land;m2;7,92625E-08;;f2efe6b2-21ae-4ed0-aacf-2a6d41d8e801;Bifenthrin;Emission to soil;agricultural;kg;7,88263E-11
28e5f69f-7b2e-4e31-9725-d407b2964b3f;Transformation, to agriculture;Resource;land;m2;4,15947E-06;;0c3118be-5c17-4d3f-93d5-9d608fc31e77;Black carbon;Emission to air;unspecified;kg;9,73303E-06
0b062583-0e24-373c-beb5-e3e639619895;Transformation, to agriculture, mosaic;Resource;unspecified;m2;2,23177E-07;;8d33cd5f-c365-44b8-bb70-a211d5bb15dd;BOD5, Biological Oxygen Demand;Emission to water;river;kg;0,02
c3f83a91-4888-41a4-add9-fd01678a1e5f;Transformation, to annual crop;Resource;land;m2;0,00402647;;aedea697-930a-4a0e-9e4f-b9c369aa9a33;BOD5, Biological Oxygen Demand;Emission to water;ground water, long-term;kg;0,022108708
e97b784a-ec09-4b1b-9f14-cc0ce9799c9e;Transformation, to annual crop, non-irrigated;Resource;land;m2;0,039110372;;57c27ba7-a61a-4932-8cd5-095c88ff0245;BOD5, Biological Oxygen Demand;Emission to water;ground water;kg;6,86849E-06
9497544b-a783-486e-a029-1f042de08741;Transformation, to arable, non-irrigated, diverse-intensive;Resource;unspecified;m2;0,11456017;;4574cd53-77cc-4540-827b-5736dda9c4d7;BOD5, Biological Oxygen Demand;Emission to water;fresh water;kg;0,013284187
9348a45e-047c-4f05-9794-648e9b9dae33;Transformation, to arable, non-irrigated, fallow;Resource;unspecified;m2;2,28907E-05;;f012d2d5-ebb4-4531-8285-0b98af3dcbd4;BOD5, Biological Oxygen Demand;Emission to water;ocean;kg;0,009376921
2e1a4ab8-76e5-44cf-a726-ea75ac62efac;Transformation, to arable, organic;Resource;land;m2;0,001127279;;91955aba-6ebc-4413-9342-f0298860b4aa;BOD5, Biological Oxygen Demand;Emission to water;unspecified;kg;0,002468165
90a5a447-af6f-421a-8201-011f07ad1150;Transformation, to dump site;Resource;land;m2;0,002612211;;553554e0-1442-444f-9f1d-9ed6b750bcfc;Borate;Emission to water;fresh water;kg;4,34535E-08
6c4a3fb1-813d-33f2-87e7-157699f2a835;Transformation, to dump site, benthos;Resource;land;m2;0,006660993;;d03809fd-dae9-4771-aec0-934a40bbb7e5;Boric acid;Emission to air;high population density;kg;1,18695E-16
d10b390c-9d0c-4f59-b31d-3d0d70e77a35;Transformation, to dump site, inert material landfill;Resource;land;m2;0,000393801;;b8fc2875-a1ce-4a7c-a73d-6ba5b26319d3;Boron;Emission to air;unspecified;kg;0,000595201
8f5c8cb3-dccd-45da-9f1f-d1c61cd789c3;Transformation, to dump site, residual material landfill;Resource;land;m2;0,000207726;;e3b7b5aa-514e-430e-9544-07d8f5b8d494;Boron;Emission to soil;unspecified;kg;1,72998E-05
1a568858-efa8-4c2a-b46e-82b6e66b6072;Transformation, to dump site, sanitary landfill;Resource;land;m2;9,78283E-05;;512364ac-5bba-4b77-8712-981247617519;Boron;Emission to air;low population density;kg;0,0025246
d73b27a2-81bd-4264-baa5-ce4aca3545be;Transformation, to dump site, slag compartment;Resource;land;m2;2,59754E-06;;58a3086e-3ded-4751-a313-05608f725081;Boron;Emission to soil;industrial;kg;1,20881E-05
994d61de-fbb0-4187-a4d4-b11c3c2b9102;Transformation, to forest, intensive;Resource;land;m2;0,432502372;;62399986-3e4f-4522-b389-75eed416d838;Boron;Emission to soil;agricultural;kg;5,61185E-09
cdbfd224-21fe-457e-a47d-26a525965051;Transformation, to forest, intensive, clear-cutting;Resource;land;m2;0,000734393;;242b4a08-f6ff-496d-ae0f-bf8f8bc77692;Boron;Emission to water;ground water;kg;0,000792611
05a9f970-d413-321a-8161-88b70933593f;Transformation, to forest, intensive, normal;Resource;land;m2;4,79628E-06;;5baed830-f676-4031-a036-8a9599bd7237;Boron;Emission to water;ocean;kg;0,000137049
3573b5ab-5158-4048-a364-aad9e706acb4;Transformation, to forest, intensive, short-cycle;Resource;land;m2;0,000265984;;061d04a0-af1d-4884-bdd3-997b6cd5550f;Boron;Emission to water;ground water, long-term;kg;0,014151998
55836b23-8496-3e8f-bfa4-99163831b3c6;Transformation, to forest, unspecified;Resource;land;m2;0,023604983;;eeaa554c-edc0-4b69-8737-170ac48f6de1;Boron;Emission to water;fresh water;kg;0,029681051
fdda4f8e-b620-4df6-92a9-101a251d2f42;Transformation, to heterogeneous, agricultural;Resource;land;m2;0,00087293;;0fbca534-f355-4477-b29f-7b5fc2fbce64;Boron;Emission to air;low population density, long-term;kg;7,26224E-06
4624deff-2016-41d4-b2bf-3db8dab88779;Transformation, to industrial area;Resource;land;m2;0,00408758;;4a15cd40-96e6-4912-8298-c0fa8f9e2aee;Boron;Emission to water;unspecified;kg;1,45431E-08
e6dd1a4b-0a12-4b46-9245-6ec9b63c8255;Transformation, to industrial area, benthos;Resource;unspecified;m2;4,58652E-05;;3e419ebc-c0f1-4f85-a544-cf3460a680b6;Boron;Emission to air;high population density;kg;0,000141118
c24fe83a-3170-49a3-ab67-279d34b8d920;Transformation, to industrial area, built up;Resource;unspecified;m2;0,010491144;;0367c22a-f1f5-48bc-8dea-95e784d19df2;Boron trifluoride;Emission to air;high population density;kg;6,47811E-12
6f2f97dc-2aeb-482c-a20a-9747f0746898;Transformation, to industrial area, vegetation;Resource;land;m2;0,018963501;;506fe866-1081-4152-a19d-b50825f99d83;Bromate;Emission to water;unspecified;kg;9,97201E-07
626915e9-2424-4059-8b6a-fae47161acdf;Transformation, to mineral extraction site;Resource;land;m2;0,008074177;;ac25fbf1-2fa6-41dd-80b9-a9bc1cdb2c19;Bromate;Emission to water;fresh water;kg;4,95128E-05
3f12d09b-9c00-3c64-974d-fe55c7853a32;Transformation, to pasture, man made;Resource;land;m2;0,000460153;;93b2bac7-4b0b-45d8-a178-94a79d2e249a;Bromide;Emission to water;fresh water;kg;6,73988E-06
07a366fe-1c9e-4651-ad1a-1da666316417;Transformation, to permanent crop, fruit, intensive;Resource;unspecified;m2;2,10394E-05;;0ad5e195-d1c2-3917-8426-52b4d235efd0;Bromide;Emission to soil;industrial;kg;8,08913E-16
65b5162f-5ca9-4721-91cf-00a929960222;Transformation, to sea and ocean;Resource;unspecified;m2;8,24525E-06;;1977149f-3739-45a3-935a-6c2ebc94bf6f;Bromide;Emission to soil;unspecified;kg;2,60151E-06
9089d7ad-09b1-4174-a188-8844ebde2d5d;Transformation, to shrub land, sclerophyllous;Resource;land;m2;0,000308168;;b311427f-0de3-4190-84a5-05c8460c62d1;Bromine;Emission to water;ground water;kg;8,63928E-05
0abf9db7-b5a2-4c18-8ec6-aca3a7fb5579;Transformation, to traffic area, rail network;Resource;land;m2;0,000210026;;b935e766-fece-4a4f-8f60-b735ea7b214d;Bromine;Emission to water;unspecified;kg;3,09059E-10
04eb0695-e67b-46e5-9516-da6bde119822;Transformation, to traffic area, rail/road embankment;Resource;land;m2;0,004507359;;20bc9500-2e2f-4cba-9332-8ea17d362aba;Bromine;Emission to water;ground water, long-term;kg;2,82476E-05
565414ae-fff7-4f41-9668-a5a7d12874a9;Transformation, to traffic area, road embankment;Resource;unspecified;m2;6,95144E-06;;d32f9dd8-9514-4c22-8c99-2e108609731f;Bromine;Emission to air;low population density;kg;5,65888E-05
a42347d2-09f1-405e-95dd-bf6ac03765d8;Transformation, to traffic area, road network;Resource;land;m2;0,000630467;;c626d246-a314-4dab-b4be-cfb79c230f55;Bromine;Emission to water;fresh water;kg;0,000307289
36965153-1daf-452a-8089-f4b5222c46ae;Transformation, to unknown;Resource;land;m2;0,000523808;;b2208d0f-61a7-4813-9861-af03bf496a05;Bromine;Emission to water;ocean;kg;0,000399651
512a5356-8059-4772-a43f-42e3c4f3d299;Transformation, to unspecified;Resource;land;m2;0,002924609;;77c46f0e-c8c0-4bc3-992c-2a9725d49f70;Bromine;Emission to air;high population density;kg;0,000146331
66f25f1d-1898-4827-bcbb-ca82f15c4d02;Transformation, to urban, continuously built;Resource;land;m2;1,69589E-07;;c24f5894-f95e-4661-ba76-130397348894;Bromine;Emission to air;unspecified;kg;0,000245087
55beee8d-d04e-4307-bb0e-4e113dc07ee7;Transformation, to urban, discontinuously built;Resource;land;m2;1,58331E-06;;45afb543-bc53-471e-8fc9-6ed3a5775071;Bromine;Emission to soil;unspecified;kg;1,48062E-09
426e316e-db90-40ec-9f45-fa08e6db160c;Transformation, to water bodies, artificial;Resource;unspecified;m2;0,0149849;;ee31ac2a-9336-4ed6-8077-9663003bc2f9;Bromochlorodifluoromethane;Emission to air;unspecified;kg;3,8381E-10
90e42c10-53b5-3d2f-9905-ea8b98fdcf8e;Transformation, to water courses, artificial;Resource;land;m2;0,003778626;;494eb62d-3e16-4a81-b344-6d6dfd9fd4e2;Bromochlorodifluoromethane;Emission to air;low population density;kg;3,43998E-08
d0696f95-6cb3-453b-b849-c99ba9c90c28;Ulexite;Resource;in ground;kg;0,000604989;;8c283de2-50d3-40c8-8bff-1e172c3398f8;Bromomethane;Emission to air;unspecified;kg;2,37458E-14
ed65c408-2351-4f62-8430-dcd2f62ab70e;Uranium;Resource;unspecified;kg;4,36193E-07;;82957257-07f3-4536-ac8b-175cb2353c75;Bromotrifluoromethane;Emission to air;low population density;kg;1,9976E-07
2ba5e39b-adb6-4767-a51d-90c1cf32fe98;Uranium;Resource;in ground;kg;0,003991968;;18ddd879-5496-4419-8ab7-e0d3864d977d;Bromotrifluoromethane;Emission to air;high population density;kg;4,32314E-13
3e4d2966-6556-11dd-ad8b-0800200c9a66;Uranium;Resource;in ground;MJ;2050,310217;;4ac2ffc3-312e-4e2d-88c4-2630d4a73d8c;Bromotrifluoromethane;Emission to air;unspecified;kg;4,5072E-09
c9c4b80a-73dd-415a-92fb-f877595651c1;Vanadium;Resource;in ground;kg;1,17237E-11;;e24da787-41ae-4aa3-b13b-36862b5fd10e;Bromoxynil;Emission to soil;agricultural;kg;2,36479E-10
bea19217-6a28-4711-8142-2e71090c0b46;Vermiculite;Resource;in ground;kg;0,0002392;;2603c027-933c-3012-9344-6d22311f2ad6;BTEX (Benzene, Toluene, Ethylbenzene, and Xylene), unspecified ratio;Emission to water;unspecified;kg;7,63893E-10
f6df5030-8e06-4276-bfeb-219db8dab104;Volume occupied, final repository for low-active radioactive waste;Resource;in ground;m3;7,52275E-06;;8a970585-5ce2-4226-b60d-df1c34649a56;Butadiene;Emission to air;low population density;kg;1,07482E-07
adb4b590-7fb2-47b6-84e7-d4746a94c7b5;Volume occupied, final repository for radioactive waste;Resource;in ground;m3;1,8423E-06;;91c76c8e-d725-475d-9be6-a90b99747075;Butadiene;Emission to air;lower stratosphere + upper troposphere;kg;4,40026E-10
9a9d71c7-79f7-42d0-af47-282d22a7cf07;Volume occupied, reservoir;Resource;in water;m3*a;25,86562598;;5064da53-d4ec-44ee-ba23-b20a4f8c4964;Butadiene;Emission to air;unspecified;kg;5,2205E-07
8bd1295e-4af1-4177-88a2-6f56ac8e4546;Volume occupied, underground deposit;Resource;in ground;m3;1,21153E-05;;e7140812-ce3d-49f5-97b0-2fef538217a5;Butadiene;Emission to air;high population density;kg;6,34465E-11
f047cc2a-484b-4aef-8093-ca06853211d2;Waste mass, total, placed in landfill;Resource;in ground;kg;8,661620729;;fa5512cf-04a2-4014-8e96-d3e2d137f0df;Butane;Emission to air;low population density;kg;0,001197283
3e4d9e9e-6556-11dd-ad8b-0800200c9a66;Water;Resource;in water;kg;800,1886999;;892f10da-7bf2-42b3-b171-221989661a05;Butane;Emission to air;high population density;kg;0,000246592
f1ca67fc-fd5c-3179-aeb9-c689f7a8a2af;Water, cooling, unspecified natural origin, CH;Resource;in water;m3;0,00016126;;982b0510-96ac-4bcb-a758-e98006b95f4d;Butane;Emission to air;unspecified;kg;0,065990422
121b0f77-c14f-393e-8b68-30b46e1a426c;Water, cooling, unspecified natural origin, CN;Resource;in water;m3;0,020019052;;fa9cdb03-4565-3b75-9e0a-f333fe4a5f63;Butane, perfluorocyclo-, PFC-318;Emission to air;high population density;kg;3,18474E-11
7b492692-f5e0-393c-9e58-0374b38ae9c5;Water, cooling, unspecified natural origin, KR;Resource;in water;m3;0,000658985;;b9a9b2ad-5db3-47aa-81de-3a48ae9ad4ec;Butanol;Emission to air;unspecified;kg;4,18167E-15
1b018235-eee1-3b86-a629-ef018e1c4799;Water, cooling, unspecified natural origin, RER;Resource;in ground;m3;0,000605982;;efc4290c-1404-4e01-8b5e-e75c6d90615c;Butanol;Emission to air;high population density;kg;4,19265E-10
e86c6358-1283-31b1-af5d-6bf05fc58ff8;Water, cooling, unspecified natural origin, RER;Resource;in water;m3;0,002068729;;3c1079bf-01fb-455d-aa49-026a26ec9445;Butanol;Emission to water;fresh water;kg;4,5906E-07
0c6d244f-6086-3c6e-bd96-f287f8bb74f7;Water, cooling, unspecified natural origin/m3;Resource;in water;m3;8,810695063;;53fc7ec9-1b3f-4d89-ade6-8ca2934c1695;Butene;Emission to air;high population density;kg;4,95783E-06
26e62e38-880d-3c67-a705-33aa05ca78e3;Water, fossil;Resource;in water;m3;0,003322891;;91f6386a-af2e-4bbb-a05c-62e4483b1bcf;Butene;Emission to air;unspecified;kg;3,73161E-06
fe0acd60-3ddc-11dd-ae59-0050c2490048;Water, ground;Resource;in water;kg;2255,519814;;c94d47dd-4ce2-4686-9de0-ef8b64ba5a09;Butene;Emission to water;fresh water;kg;6,63489E-07
1acb026e-9de6-48fe-9e0d-be4d24125bbc;Water, lake;Resource;in water;m3;9,901312547;;262cc485-4e2d-44af-bb1a-c52868186d0b;Butyl acetate;Emission to air;unspecified;kg;1,4595E-09
169587c8-2222-3417-bcd2-7c59d34f654d;Water, lake, RER;Resource;in water;m3;7,41173E-05;;605f4376-2e06-4fdb-8ecb-505ccebeb2d7;Butyl acetate;Emission to water;fresh water;kg;5,95557E-07
a5e216e9-1b15-3a08-ae24-8f8ad8e44f29;Water, process, surface;Resource;in water;kg;0,000547576;;cf8f17ae-5625-44b0-aa47-addedf0ba68a;Butyrolactone;Emission to water;fresh water;kg;6,72334E-09
d2fc8c70-6510-3f1f-933a-39f3a263c609;Water, process, unspecified natural origin/kg;Resource;unspecified;kg;0,005186526;;17ae628d-e769-4aa3-a20e-9f9bad222bf2;Butyrolactone;Emission to air;unspecified;kg;2,25624E-24
e4521dfd-1897-3ab4-a281-b8de776efeb4;Water, process, unspecified natural origin/kg;Resource;land;kg;0,000619384;;9036f1b8-4be6-4d97-96d8-c504acdfa2f0;Butyrolactone;Emission to air;high population density;kg;2,80134E-09
28182006-69ba-388d-9289-00d649518c9d;Water, process, unspecified natural origin/m3;Resource;unspecified;m3;8,55392E-07;;0fecb735-f93d-3d6d-b559-6ab1dc284568;Cadmium II;Emission to air;unspecified;kg;4,59425E-07
f8b55757-7bc1-38e6-b663-6053878c7ebb;Water, process, unspecified natural origin/m3;Resource;land;m3;0,000875718;;89721e33-60fa-4447-bfc6-2f27d44a7893;Cadmium II;Emission to soil;industrial;kg;1,49401E-12
68ee3cd2-e897-3388-b259-38ece38752f2;Water, process, unspecified natural origin/m3;Resource;in water;m3;0,001212894;;3937f5a5-b4a4-434d-9fc3-1d29064fc3f8;Cadmium II;Emission to water;ground water;kg;8,11171E-07
e0241436-ad0b-40ab-90f8-db4fd79f4e8c;Water, rain;Resource;in water;kg;87,97463982;;86eaeab4-5769-342f-9659-3505361510a6;Cadmium II;Emission to soil;agricultural;kg;6,9508E-08
8c75e7ab-8ab8-41e4-b394-c166ff5b050d;Water, river;Resource;in water;m3;165,0071333;;2712fe5f-0d3c-4c8e-8bc4-26c604413849;Cadmium II;Emission to water;unspecified;kg;4,76818E-07
97e0b4de-c073-3058-9255-ca02259635a9;Water, river, RER;Resource;in water;m3;0,002431637;;810b11b4-6438-4b30-b9a1-8202b2a53145;Cadmium II;Emission to water;fresh water;kg;1,95902E-05
629ffbca-ca71-4e4b-a006-ca9bdd9cd1df;Water, salt, ocean;Resource;in water;m3;82,76146087;;68701316-d3f5-4e08-8814-6b3b28712d85;Cadmium II;Emission to water;lake;kg;2,66717E-08
79238018-8ec1-4615-9469-2b0df95a43c3;Water, salt, sole;Resource;in water;m3;0,000184534;;cd26472d-d670-49fd-9df2-f689a14e9892;Cadmium II;Emission to water;fresh water;kg;1,21963E-06
1f31247d-6556-11dd-ad8b-0800200c9a66;Water, surface;Resource;in water;kg;1153,676582;;62fcd384-906d-474f-a84b-9f944b78f804;Cadmium II;Emission to water;ocean;kg;1,27929E-07
8c1494a5-4987-4715-aa2d-1908c495f4eb;Water, turbine use, unspecified natural origin;Resource;in water;m3;3443,909203;;23eaa36d-add4-4219-961e-ca7104dc0de9;Cadmium II;Emission to air;low population density, long-term;kg;5,90426E-07
1baf1a48-b8c8-41eb-ab63-8ca4eff57466;Water, unspecified natural origin, AE;Resource;in water;m3;1,04833E-06;;0c5da324-34a7-4e38-98e5-18a8625a2b7c;Cadmium II;Emission to water;ground water, long-term;kg;0,00035242
fc5a32f2-49fe-301b-8b83-0cf215b5df36;Water, unspecified natural origin, AO;Resource;in water;m3;2,51149E-05;;36e53653-1338-42c7-816c-f6667809e0b1;Cadmium II;Emission to air;high population density;kg;3,64521E-06
7034e47d-1177-373f-9d7b-3077d9ad8a70;Water, unspecified natural origin, AR;Resource;in water;m3;8,92701E-07;;e2d58f90-9aac-4ac4-87f7-bbd6cfc358e3;Cadmium II;Emission to air;low population density;kg;1,57132E-05
2209c8ab-e9e5-3d80-91df-2ab294dace23;Water, unspecified natural origin, AT;Resource;in water;m3;6,71176E-06;;1c5a7322-9261-4d59-a692-adde6c12de92;Cadmium II;Emission to air;unspecified;kg;6,42803E-05
f89ef148-c13f-36a1-ac83-e4c049a15e63;Water, unspecified natural origin, AU;Resource;in water;m3;2,86379E-07;;b74e2a3f-6692-3f75-b41b-58a4cff78c28;Cadmium II;Emission to air;lower stratosphere + upper troposphere;kg;3,07898E-17
ef107e3a-d7e5-3e7a-b87d-36f38d602918;Water, unspecified natural origin, AZ;Resource;in water;m3;1,08576E-05;;12d6029e-3801-42ee-a1bc-1ebf936884fc;Cadmium II;Emission to soil;unspecified;kg;2,86354E-07
e2142b9a-dcaa-3d50-bae4-a1a5193d1f91;Water, unspecified natural origin, BE;Resource;in water;m3;7,91385E-06;;fe0acd60-3ddc-11dd-a294-0050c2490048;Cadmium II;Emission to water;ocean;kg;1,12444E-05
ab92ef07-03ba-3f2c-8568-0805e78fad4d;Water, unspecified natural origin, BR;Resource;in water;m3;1,50861E-07;;e429b852-e421-4fcb-8a9b-b0241863bfb2;Cadmium II;Emission to soil;agricultural;kg;2,13E-07
c645d610-57c4-3c59-8db6-af117b18fed7;Water, unspecified natural origin, CA;Resource;in water;m3;1,94894E-05;;e189eb4e-0f6a-4054-aaf8-47df28c87ec4;Caesium I;Emission to water;ocean;kg;8,44672E-07
d512585c-a3ff-3bd4-8854-3d23c14926c0;Water, unspecified natural origin, CH;Resource;in water;m3;0,002235433;;96f0a692-ddb9-4a4c-8236-7c943929653d;Caesium I;Emission to water;surface water;kg;2,07779E-10
b1ce6081-bd7a-3a6b-93ac-db263d62a141;Water, unspecified natural origin, CL;Resource;in water;m3;1,7309E-09;;4f2051b8-22e6-4592-8803-1e984f8fa61b;Caesium-134;Emission to air;unspecified;kBq;0,001036314
be16cf07-da08-3ff5-856d-0e1f2aa3e806;Water, unspecified natural origin, CN;Resource;in water;m3;0,004100331;;9d9246d4-0ce3-4b47-8491-cf62e562ad38;Caesium-134;Emission to water;unspecified;kBq;1,01319E-05
744c9feb-f213-37a3-b059-d02c95079634;Water, unspecified natural origin, CO;Resource;in water;m3;8,91433E-07;;8c66a07d-1b6f-488f-b301-afc79b46aa76;Caesium-134;Emission to water;fresh water;kBq;0,190041292
1f336260-3f58-3bde-9a62-471222d9248d;Water, unspecified natural origin, CZ;Resource;in water;m3;1,50102E-05;;5e09ac47-20a5-46d5-a360-60586cf30478;Caesium-134;Emission to water;ocean;kBq;0,005356008
af44fff2-0c47-3785-b610-c950776f117a;Water, unspecified natural origin, DE;Resource;in water;m3;0,000238499;;39b3200d-f95a-413a-9c96-6d90345d9dca;Caesium-134;Emission to air;low population density;kBq;9,78627E-08
c98c091d-133f-372b-8329-514e882990a9;Water, unspecified natural origin, DK;Resource;in water;m3;3,26438E-06;;d3816f54-d6be-4806-8c7b-cb4e183e73a6;Caesium-136;Emission to water;fresh water;kBq;2,37832E-06
aa13e363-e58b-3b01-bb51-e5fb7b07a4e8;Water, unspecified natural origin, DZ;Resource;in water;m3;0,000276549;;0ac31b4a-b16d-40c8-928f-cdb8053d988f;Caesium-137;Emission to water;fresh water;kBq;1,753281378
585ef0b1-6194-3653-8208-2ef96fb9ef69;Water, unspecified natural origin, EC;Resource;in water;m3;6,19007E-07;;0097bf60-3729-40b6-94d0-06bd6146cfc2;Caesium-137;Emission to water;ocean;kBq;1,198896739
3d158484-4213-38c5-9b86-b5fa643c5eef;Water, unspecified natural origin, EG;Resource;in water;m3;1,26891E-05;;8bbe0b4c-5c9c-4959-a878-572f680e428d;Caesium-137;Emission to water;unspecified;kBq;6,01794E-05
5f9e8551-455c-393e-86c9-27683f6d9d5f;Water, unspecified natural origin, ES;Resource;in water;m3;3,0282E-05;;42948a91-29c3-3789-883e-c50836d1dbe8;Caesium-137;Emission to air;low population density;kBq;1,75609E-06
9c902cbf-7ad2-316b-9741-ca1886b12582;Water, unspecified natural origin, FI;Resource;in water;m3;6,93801E-07;;7b87ce50-ede0-40fa-a3ee-5f72553af0e7;Caesium-137;Emission to air;unspecified;kBq;0,00211339
66e3f915-d5e1-3df9-8e35-3c2cbb83d132;Water, unspecified natural origin, FR;Resource;in water;m3;2,29346E-05;;9e82f459-ca38-43dd-9c30-3913ed433ed8;Calcium;Emission to water;fresh water;kg;19,59969652
191319b7-f72f-3f3a-b2cd-56ea835f9c35;Water, unspecified natural origin, GB;Resource;in water;m3;5,81432E-07;;2feed42c-5c1a-4770-a233-6d4e0cf8f02e;Calcium;Emission to water;unspecified;kg;1,31262E-08
e02aa261-4006-3888-bc5c-3d2485e0d1af;Water, unspecified natural origin, GLO;Resource;in water;m3;9,94929E-05;;08a91e70-3ddc-11dd-9234-0050c2490048;Calcium;Emission to water;ocean;kg;0,100664671
