Inputs;;;;;;;Outputs;;;;;
Flow UUID;Flow;Category;Sub-category;Unit;Result;;Flow UUID;Flow;Category;Sub-category;Unit;Result
;;;;;;;2451f9df-0596-49ec-8380-08e4ad75a153;Hydrocarbons, aliphatic, alkanes, unspecified;Emission to air;unspecified;kg;3,94651E-06
;;;;;;;ef7bc7b8-f85b-4687-9cb1-eb60384650fa;Hydrocarbons, aliphatic, unsaturated;Emission to water;unspecified;kg;3,28814E-06
;;;;;;;4cff006f-c6df-42a8-9dee-cc064f14326e;Hydrocarbons, aliphatic, unsaturated;Emission to air;unspecified;kg;1,48021E-08
;;;;;;;34837fe3-4332-493c-86bb-95a207d9c234;Hydrocarbons, aliphatic, unsaturated;Emission to air;high population density;kg;0,000721714
;;;;;;;2d50f4c8-a917-4496-a7d9-470b080faf68;Hydrocarbons, aliphatic, unsaturated;Emission to air;low population density;kg;0,000216989
;;;;;;;b066708e-5bab-45ee-9244-e1be2fa5b5f3;Hydrocarbons, aliphatic, unsaturated;Emission to water;ocean;kg;6,85116E-06
;;;;;;;0330e73b-c9ba-4440-b153-284c6a9210d0;Hydrocarbons, aromatic;Emission to water;fresh water;kg;0,000144037
;;;;;;;3cca7f02-58b0-4b49-9938-e0f8bea03064;Hydrocarbons, aromatic;Emission to air;unspecified;kg;1,22177E-05
;;;;;;;8b5d5c1d-c786-4367-94f0-fae42cd3ac0a;Hydrocarbons, aromatic;Emission to air;high population density;kg;8,93005E-06
;;;;;;;04abe114-7939-4935-9281-49e5d89cc1bc;Hydrocarbons, aromatic;Emission to water;unspecified;kg;5,09425E-14
;;;;;;;c67be924-e68d-4bc1-9dd9-25f33a6cad34;Hydrocarbons, aromatic;Emission to air;low population density;kg;6,71585E-08
;;;;;;;67799e83-54c8-4c89-90dc-1a7fa7780d2b;Hydrocarbons, aromatic;Emission to water;ocean;kg;0,00030284
;;;;;;;d14eb0da-95fd-46c3-90db-55ca33d78701;Hydrocarbons, chlorinated;Emission to air;unspecified;kg;4,08782E-07
;;;;;;;d6626dfb-3ac8-4169-9e75-54c41ef2a582;Hydrocarbons, chlorinated;Emission to air;low population density;kg;6,79673E-05
;;;;;;;626dd1d8-5355-40cb-8569-9c87c2c6ab18;Hydrocarbons, chlorinated;Emission to air;high population density;kg;1,9479E-05
;;;;;;;b30b71c1-459c-4f65-b0aa-7d8b391a8ed4;Hydrocarbons, unspecified;Emission to water;fresh water;kg;0,000142473
;;;;;;;63e7d74d-8549-11e0-9d78-0800200c9a66;Hydrocarbons, unspecified;Emission to air;unspecified;kg;3,20911E-08
;;;;;;;e620a933-c348-4e7e-8893-ab0a0f681c7e;Hydrocarbons, unspecified;Emission to water;unspecified;kg;4,48687E-06
;;;;;;;df82c564-20c9-37c7-8875-de860156439a;Hydrocarbons, unspecified;Emission to water;lake;kg;1,33261E-06
;;;;;;;049a1473-3a62-4121-982b-5d15d0f2c683;Hydrocarbons, unspecified;Emission to water;ocean;kg;7,8498E-05
;;;;;;;68e32537-beae-41c2-be72-74df4d273c11;Hydrochloric acid;Emission to air;low population density;kg;0,004316012
;;;;;;;50f3bc1e-fafc-44a2-9800-4468d8c3b643;Hydrochloric acid;Emission to air;lower stratosphere + upper troposphere;kg;2,64834E-15
;;;;;;;afcbd980-14c2-4e1d-a0aa-5f6464e5c76b;Hydrochloric acid;Emission to air;high population density;kg;0,007735961
;;;;;;;9f2d488e-c37a-4507-86c3-0b35f628ca30;Hydrochloric acid;Emission to water;fresh water;kg;3,18333E-05
;;;;;;;0125d40c-b7e8-4f98-a5ac-09115efeb568;Hydrocyanic acid;Emission to air;unspecified;kg;3,38699E-07
;;;;;;;fba667e1-6609-4d25-84b2-ac5d6ccc1f72;Hydrocyanic acid;Emission to water;fresh water;kg;2,12136E-14
;;;;;;;b301fa9a-ba60-4eac-8ccc-6ccbdf099b35;Hydrogen;Emission to air;unspecified;kg;0,257607437
;;;;;;;8e906def-6bd5-4248-ac2b-94e6eedde3c9;Hydrogen;Emission to air;high population density;kg;0,000526872
;;;;;;;fe0acd60-3ddc-11dd-aaaa-0050c2490048;Hydrogen bromide;Emission to air;unspecified;kg;5,72824E-07
;;;;;;;c941d6d0-a56c-4e6c-95de-ac685635218d;Hydrogen chloride;Emission to air;unspecified;kg;0,024516362
;;;;;;;cba1e93e-9729-3fdc-9ad9-9275da061a8c;Hydrogen cyanide;Emission to water;river;kg;3,21002E-19
;;;;;;;24541c8c-9f11-49ae-9de5-456f238a3f5e;Hydrogen fluoride;Emission to air;unspecified;kg;0,002124476
;;;;;;;2ae53816-d258-4a14-83a6-ca8454eb361e;Hydrogen fluoride;Emission to water;fresh water;kg;1,26726E-05
;;;;;;;257eacb9-96fe-4a3d-961a-f5e6c7823ff0;Hydrogen fluoride;Emission to air;high population density;kg;0,001257781
;;;;;;;8b7dc667-f04e-492c-a161-80b1482126b0;Hydrogen fluoride;Emission to air;low population density;kg;0,001302963
;;;;;;;fe0acd60-3ddc-11dd-a95a-0050c2490048;Hydrogen iodide;Emission to air;unspecified;kg;6,21696E-10
;;;;;;;fdefdf7a-897d-4213-ba2c-4e04d560fb00;Hydrogen peroxide;Emission to water;fresh water;kg;1,40995E-05
;;;;;;;8d179ea0-7b52-441e-954b-b5349d66340f;Hydrogen peroxide;Emission to air;high population density;kg;4,61142E-08
;;;;;;;554be2fb-9bb9-46c6-a4df-46df0d53cb65;Hydrogen sulfide;Emission to water;ground water, long-term;kg;0,000749469
;;;;;;;42d33bc4-cdea-4b1d-896c-090e792183be;Hydrogen sulfide;Emission to water;unspecified;kg;1,67368E-09
;;;;;;;ed9c7879-2c8f-47ab-943d-c4363cf08b5b;Hydrogen sulfide;Emission to water;fresh water;kg;1,86456E-05
;;;;;;;e3cfaa07-9b68-4461-a06f-a0e4e59d41d3;Hydrogen sulfide;Emission to air;high population density;kg;8,97619E-07
;;;;;;;0b0ea9d1-9c54-4e23-bcfc-1b8fc2cf0358;Hydrogen sulfide;Emission to air;low population density;kg;0,000616615
;;;;;;;20d4d821-f4f7-4017-8810-f822fcdf619e;Hydrogen sulfide;Emission to air;unspecified;kg;0,014754037
;;;;;;;1d75a540-c7f2-4cae-8b02-0f0d41c0cef7;Hydrogen-3, Tritium;Emission to water;fresh water;kBq;5833,120976
;;;;;;;550b099c-dfeb-4fe3-bcdc-f11b97ff8876;Hydroxide;Emission to water;fresh water;kg;3,27253E-05
;;;;;;;d4f02ee2-ecb5-4572-91c8-c20cd2abb2c3;Hypochlorite;Emission to water;ocean;kg;0,170156624
;;;;;;;26966946-81f2-4023-ab6d-f072a6d0a873;Hypochlorite;Emission to water;fresh water;kg;3,25741E-05
;;;;;;;a72e7983-329f-4fb7-9b05-77efe97717e4;Imazapyr;Emission to soil;agricultural;kg;1,75169E-12
;;;;;;;3bf44c34-e91e-449a-878c-9a6e8220cb63;Imazethapyr;Emission to soil;agricultural;kg;6,13098E-12
;;;;;;;6b6cefe7-2af4-4a03-a08a-cbc8bbbcb33b;Indeno(1,2,3-cd)pyrene;Emission to air;unspecified;kg;1,37624E-08
;;;;;;;4b09c2cb-937f-43a5-a3f8-b20ff8f047d3;Iodide;Emission to water;ocean;kg;0,000665031
;;;;;;;2ef56ffc-fa69-4b57-a936-3d588923ea8b;Iodide;Emission to water;ground water;kg;1,07514E-05
;;;;;;;795b9f74-ca43-4acc-8d29-79165973500a;Iodide;Emission to water;fresh water;kg;0,000324943
;;;;;;;b5fae91e-cff0-4513-a997-cdb6922f1ab4;Iodide;Emission to water;ground water, long-term;kg;4,89673E-07
;;;;;;;1471acca-34ab-4e04-9bd6-e3825b20580f;Iodine;Emission to air;low population density;kg;4,48439E-05
;;;;;;;446d8fe4-fde6-4640-bc23-f04a663bbc04;Iodine;Emission to air;unspecified;kg;6,99159E-09
;;;;;;;f9923ae7-bdab-44d8-897c-44310aea76b7;Iodine;Emission to air;high population density;kg;6,50987E-05
;;;;;;;acea51a5-41e4-42ab-9912-f46287df3f50;Iodine-129;Emission to water;fresh water;kBq;0,539077189
;;;;;;;777160e1-99a9-4a03-b189-8c1af57ee560;Iodine-129;Emission to water;unspecified;kBq;1,99028E-05
;;;;;;;4649902d-edc5-4d34-ae55-59993fe732d9;Iodine-129;Emission to air;low population density;kBq;0,006056657
;;;;;;;106689fa-52d8-4f7d-aa5b-920122aaf1aa;Iodine-129;Emission to air;unspecified;kBq;0,008083944
;;;;;;;618c3a74-5b36-4d8a-b94f-26b8270448f8;Iodine-131;Emission to water;unspecified;kBq;8,11066E-09
;;;;;;;03e91172-fca0-47f3-9014-22ae3136251b;Iodine-131;Emission to air;low population density;kBq;0,450514654
;;;;;;;897ec6a5-af78-453f-abdf-32233d0a30bf;Iodine-131;Emission to water;ocean;kBq;0,078278913
;;;;;;;c317b216-2668-40f8-9e24-1ce183d53697;Iodine-131;Emission to air;unspecified;kBq;0,014414665
;;;;;;;3ac3442a-ca4d-4b4b-a486-3584bb29f9e0;Iodine-131;Emission to water;fresh water;kBq;0,000405692
;;;;;;;eadea134-34d3-4581-9b0b-a59533dfd526;Iodine-133;Emission to air;low population density;kBq;4,20009E-05
;;;;;;;dab14b58-e435-4a70-a186-55d64ed3b6b4;Iodine-133;Emission to water;fresh water;kBq;1,49835E-05
;;;;;;;46c4bd1f-30da-448c-897e-6aca882d78a4;Iodine-135;Emission to air;low population density;kBq;5,77321E-05
;;;;;;;df1cc3ea-7a3c-40ca-8349-42b89ff59063;Iodosulfuron;Emission to soil;agricultural;kg;1,42604E-11
;;;;;;;6744b13d-2908-4725-88a3-1afd6696c899;Ioxynil;Emission to soil;agricultural;kg;5,08358E-09
;;;;;;;6c204f18-769f-4195-ab7a-c57138034aec;Iron;Emission to water;ground water;kg;0,18651559
;;;;;;;de444dc0-5964-4501-8367-50ba53bfc6b9;Iron ion;Emission to water;unspecified;kg;1,52541E-05
;;;;;;;32cd0492-c0cb-4898-a2b1-675eedc5b688;Iron ion;Emission to air;high population density;kg;4,04888E-05
;;;;;;;76152de4-9499-48f7-af98-a5d41842484a;Iron ion;Emission to air;low population density;kg;3,04062E-06
;;;;;;;8dba66e2-0f2e-4038-84ef-1e40b4f573a6;Iron ion;Emission to air;unspecified;kg;0,000135178
;;;;;;;e8bd2edd-f937-49f6-9e8b-9f445278775e;Iron ion;Emission to air;low population density, long-term;kg;0,004699789
;;;;;;;6c445f1d-db0f-431c-a2f0-d25aa28bdfd1;Iron ion;Emission to water;fresh water;kg;0,115288725
;;;;;;;9b6d6f07-ebc6-447d-a3c0-f2017d77d852;Iron ion;Emission to water;ground water, long-term;kg;0,686514839
;;;;;;;ce567bdc-76ec-4ca0-be79-8bb796e448b3;Iron ion;Emission to soil;unspecified;kg;0,000585617
;;;;;;;3640ef93-b2d0-32ad-8f4a-cfc6f4ab3d84;Iron ion;Emission to water;lake;kg;8,12133E-05
;;;;;;;63e7d74e-8549-11e0-9d78-0800200c9a66;Iron ion;Emission to water;unspecified;kg;0,000168009
;;;;;;;98693cdf-d9fc-43ed-bfe6-78dfe5742d33;Iron ion;Emission to soil;industrial;kg;0,002418677
;;;;;;;08a91e70-3ddc-11dd-9599-0050c2490048;Iron ion;Emission to water;ocean;kg;0,000260037
;;;;;;;db364689-e1a3-4629-8835-e6c59d6daf09;Iron ion;Emission to soil;agricultural;kg;0,000415144
;;;;;;;b09f5508-e2a9-4cf4-8499-afffd4d1d206;Iron-59;Emission to water;fresh water;kBq;5,01367E-06
;;;;;;;83db4ab2-cdb5-4e0e-828b-42fe208b0f13;isobutane;Emission to air;unspecified;kg;5,4248E-07
;;;;;;;47bee45d-6d2b-48a6-a0c8-fcb8debc7f5d;Isobutanol;Emission to air;unspecified;kg;5,28681E-15
;;;;;;;88be8e1b-1bdc-46e1-9856-187a95b3d872;Isobutanol;Emission to air;low population density, long-term;kg;3,74238E-16
;;;;;;;e2d860e3-1038-4386-a5f1-25ad75d18bbd;Isobutanol;Emission to air;high population density;kg;4,82529E-10
;;;;;;;6a8bd6ee-9a3e-447b-9ecb-26a7e606a6fa;isobutene;Emission to air;unspecified;kg;1,59357E-07
;;;;;;;b465eb7f-dfe9-4057-ad17-c451d58fd753;Isocyanic acid;Emission to air;high population density;kg;3,67336E-06
;;;;;;;bf633941-aa40-4c37-b361-b5cbfb1089f5;Isoprene;Emission to air;low population density;kg;8,19567E-08
;;;;;;;0c209634-80bb-4909-8442-3189b7cb01d7;Isoprene;Emission to air;unspecified;kg;1,26234E-11
;;;;;;;cbf58f64-9286-406f-8dcb-ef1d81eec980;Isopropanol;Emission to air;high population density;kg;7,49273E-05
;;;;;;;479edec6-763c-49fc-83f8-49780f08cf29;Isopropanol;Emission to air;unspecified;kg;6,58403E-08
;;;;;;;5c68cf3b-a49d-40e8-bee1-359182e054a7;Isopropylamine;Emission to water;fresh water;kg;5,78658E-10
;;;;;;;f72fe27e-d3bf-45f7-8950-542c72cb4502;Isopropylamine;Emission to air;high population density;kg;2,41105E-10
;;;;;;;04f9be83-433e-4564-af72-98e463e5b616;Isoproturon;Emission to soil;agricultural;kg;4,97285E-08
;;;;;;;90f7c1f9-e57e-4806-a154-5be9a6e1ac2e;Isoxaflutole;Emission to soil;agricultural;kg;2,10202E-10
;;;;;;;0d1997d4-1921-3db7-98c6-6395c50c87cb;Kerosene;Emission to air;high population density;kg;4,3892E-08
;;;;;;;e7c5db65-775c-4ada-8a63-32c67792bd52;Kresoxim-methyl;Emission to soil;agricultural;kg;1,46171E-09
;;;;;;;8653eab9-c010-4d0b-ae9f-71694cb5291f;Krypton-85;Emission to air;unspecified;kBq;138959,0195
;;;;;;;28be1d65-6b09-4ebd-8599-4366c3c2abab;Krypton-85;Emission to air;low population density;kBq;5,718772935
;;;;;;;8aa45af3-ff38-4330-9870-81fd360db53b;Krypton-85m;Emission to air;low population density;kBq;0,219823649
;;;;;;;c5cd9e97-8986-4cb5-b3a5-adac2cc40d1a;Krypton-87;Emission to air;low population density;kBq;0,073710083
;;;;;;;56ce80e5-9a77-4a80-ad65-6208db560be5;Krypton-88;Emission to air;low population density;kBq;0,079689551
;;;;;;;24594cef-c50b-4e02-a5e3-c40cb06fea18;Krypton-89;Emission to air;low population density;kBq;0,018958949
;;;;;;;7ad7644f-8796-438e-a15b-86345622886b;Lactic acid;Emission to air;high population density;kg;1,64235E-10
;;;;;;;e4343ebf-a8a4-480b-adcf-fc9cc88324a8;Lactic acid;Emission to water;fresh water;kg;3,94165E-10
;;;;;;;f1b48f46-77aa-4dba-bd83-87e220816f42;Lambda-cyhalothrin;Emission to soil;agricultural;kg;1,42728E-08
;;;;;;;499a8093-c349-4bf5-9a18-15d01989bb53;Lanthanides;Emission to air;unspecified;kg;5,65664E-14
;;;;;;;3ea62da6-8b25-4c50-9d24-1d22cddc02c5;Lanthanum-140;Emission to water;fresh water;kBq;2,48042E-05
;;;;;;;201afd00-a74f-4ede-bbf7-770e39ed6471;Lanthanum-140;Emission to air;low population density;kBq;7,20378E-07
;;;;;;;b03fcc8f-b010-459d-b021-e832cff01700;Lanthanum-140;Emission to air;unspecified;kBq;4,40228E-10
;;;;;;;fe0acd60-3ddc-11dd-9f5a-0050c2490048;Lead dioxide;Emission to air;unspecified;kg;9,54435E-11
;;;;;;;4010918f-7fd0-4925-8fbb-8fd7a44a806c;Lead II;Emission to soil;agricultural;kg;7,63466E-06
;;;;;;;c864aa15-0abc-41ad-9889-348106e485d8;Lead II;Emission to water;ground water;kg;4,21908E-07
;;;;;;;9ee7f4ab-b826-47ae-8623-e138f944b42e;Lead II;Emission to air;low population density, long-term;kg;3,87319E-05
;;;;;;;540106ac-eb8e-446b-91f5-3fdbad5a5886;Lead II;Emission to water;lake;kg;5,66933E-06
;;;;;;;d807e479-de1d-3a6f-8bce-173c4446c513;Lead II;Emission to air;lower stratosphere + upper troposphere;kg;6,15863E-17
;;;;;;;8e123669-94d3-41d8-9480-a79211fe7c43;Lead II;Emission to air;unspecified;kg;0,002291143
;;;;;;;739234c8-5359-48b4-983f-9cb170d68c8d;Lead II;Emission to soil;unspecified;kg;3,54849E-07
;;;;;;;0ff15165-d761-48c9-9814-2d1dcdd56857;Lead II;Emission to water;ground water, long-term;kg;0,000891544
;;;;;;;80b3c2a1-af98-4dde-b298-abf7e78e38ee;Lead II;Emission to water;fresh water;kg;0,000145023
;;;;;;;67652827-017f-4856-8d0a-c97bac4c6562;Lead II;Emission to soil;industrial;kg;1,93068E-10
;;;;;;;31c4d160-b21e-41b3-b9c1-3d7a72377653;Lead II;Emission to water;unspecified;kg;9,95496E-07
;;;;;;;e9e856c2-868e-435e-8425-8df1c9297cfc;Lead II;Emission to water;ocean;kg;2,42342E-05
;;;;;;;2718482b-8399-442e-b89a-52fbcc22d2e6;Lead II;Emission to air;low population density;kg;0,000139198
;;;;;;;c13ad862-96f2-338e-b9af-f113b6a2cf07;Lead II;Emission to air;unspecified;kg;6,83039E-10
;;;;;;;6a903634-c97f-4c49-a7c0-88f0e6ac7a23;Lead II;Emission to air;high population density;kg;1,93294E-05
;;;;;;;e8783a01-d3f5-4c08-b7b0-12af0f33c20d;Lead-210;Emission to air;low population density;kBq;0,015458483
;;;;;;;8844a749-f21f-4968-bff9-c4d970efe790;Lead-210;Emission to water;ocean;kBq;0,54875986
;;;;;;;2b13a545-f6de-46ac-8172-f644e12099fc;Lead-210;Emission to water;fresh water;kBq;0,281135893
;;;;;;;00e73fdb-98df-4a03-8290-79931cddfd12;Lead-210;Emission to air;unspecified;kBq;0,001050319
;;;;;;;2cfc5ba4-3db2-4193-9e81-b61e75ba1706;Lead-210;Emission to water;unspecified;kBq;4,17238E-10
;;;;;;;356c6086-4835-4a0d-b1f2-10f8b6656d23;Lead-210;Emission to air;high population density;kBq;0,011965775
;;;;;;;85365e41-8102-4f9b-afb7-d7d7e6e07249;Lead-210;Emission to water;ground water;kBq;3,81827E-06
;;;;;;;e721a68c-18a3-45a4-b41b-4c0a3b3e7dff;Lead-210;Emission to water;lake;kBq;0,000374274
;;;;;;;971f25e5-1501-454a-8a5a-2723f84d7974;Linuron;Emission to soil;agricultural;kg;1,93793E-08
;;;;;;;324c8002-da6c-4b87-a8fe-d44e2d9b30ad;lithium;Emission to air;high population density;kg;2,85035E-11
;;;;;;;65acbe76-a761-4a8c-8d66-940a677c69b0;lithium;Emission to soil;unspecified;kg;9,65589E-11
;;;;;;;47bf8e85-dd0a-4b61-b933-cf1e18f34d1e;lithium;Emission to water;unspecified;kg;1,54982E-09
;;;;;;;aee98c0f-45d0-4b36-b660-a27b5ce46aa2;lithium;Emission to water;ground water;kg;9,65589E-11
;;;;;;;6a0dcabc-a85c-4a90-a989-afaf85d095b9;lithium;Emission to water;ocean;kg;0,000151271
;;;;;;;e98084d6-88a2-48cf-9ad5-6462fe9cf857;Lithium I;Emission to water;surface water;kg;7,25809E-05
;;;;;;;580aa85d-e40c-4509-8d97-4955f0df1971;M-CRESOL;Emission to air;unspecified;kg;1,00909E-11
;;;;;;;10571d92-ea97-4ac6-adb6-b25893a631cb;m-Xylene;Emission to air;high population density;kg;2,2766E-05
;;;;;;;d24f41d7-279e-4f5a-9ac9-00f726dc3bcc;m-Xylene;Emission to air;low population density;kg;1,16249E-06
;;;;;;;cfdbc576-e8dc-44ef-bdf2-ddd7009ce57e;m-Xylene;Emission to air;unspecified;kg;6,76992E-06
;;;;;;;feb813f2-ff76-4f52-a966-55297494de4a;m-Xylene;Emission to water;unspecified;kg;4,82856E-14
;;;;;;;309785ae-645a-4541-b225-5422d73b21a6;m-Xylene;Emission to water;fresh water;kg;3,82121E-10
;;;;;;;6cd4ed76-161a-4d90-b275-dc74704ffd1d;Magnesium;Emission to soil;unspecified;kg;0,053915478
;;;;;;;581ddcdf-82b7-4f87-83ee-761a44fea7f7;Magnesium;Emission to soil;industrial;kg;0,00096705
;;;;;;;59542265-cf1b-4ad9-8477-699179fe2b2b;Magnesium;Emission to air;low population density, long-term;kg;0,000431011
;;;;;;;aeefa758-5f4f-4bb4-a28a-4075e81f2fde;Magnesium;Emission to air;unspecified;kg;3,04843E-09
;;;;;;;ebfe261d-ab0d-4ade-8743-183c8c6bdcc6;Magnesium;Emission to air;high population density;kg;9,62984E-05
;;;;;;;1a217018-e3e5-499c-9eb5-5aacb9e6ae9a;Magnesium;Emission to water;ocean;kg;0,016745674
;;;;;;;0437e787-ef47-4a50-b11f-df7c743e860c;Magnesium;Emission to air;low population density;kg;1,83317E-06
;;;;;;;4d14c41d-82eb-33ee-a833-5c1e38e6be6f;Magnesium;Emission to water;lake;kg;3,59653E-05
;;;;;;;e8475907-2081-4fd5-9526-bfcef88380db;Magnesium;Emission to soil;agricultural;kg;9,19808E-06
;;;;;;;9783014c-4ec6-4c9c-84d7-d34c8b390a0b;Magnesium;Emission to water;unspecified;kg;9,0446E-10
;;;;;;;ce9fd912-233a-4807-a33e-0323b1e4a7a2;Magnesium;Emission to water;ground water, long-term;kg;2,986570068
;;;;;;;24acc516-974c-4ff3-b7e1-5950b8d37206;Magnesium;Emission to water;ground water;kg;0,029898837
;;;;;;;f069e9b3-0fb0-4e2c-adc7-bb7df6580cc7;Magnesium;Emission to water;fresh water;kg;0,023606977
;;;;;;;4f6390e3-bca5-4d3b-aead-7d63f2534440;Mancozeb;Emission to soil;agricultural;kg;8,02813E-07
;;;;;;;312aaf26-d20f-4cb3-a556-e1ef03b10ab5;Mancozeb;Emission to air;unspecified;kg;6,82081E-16
;;;;;;;a7af86a7-9b67-45b7-ad3d-dede0adb9d15;Mancozeb;Emission to water;fresh water;kg;4,26297E-17
;;;;;;;957d4d94-9f88-4f40-9755-cfc3918882bb;Manganese;Emission to water;ground water, long-term;kg;0,236853422
;;;;;;;583eec00-1480-4cd7-8670-31eaf94053ad;Manganese;Emission to water;ground water;kg;0,00146813
;;;;;;;06ee87f5-4946-4ecd-9615-b4723595fbaf;Manganese;Emission to water;unspecified;kg;1,46308E-06
;;;;;;;6ed06a59-4fd1-422e-a397-4c3274596701;Manganese;Emission to water;ocean;kg;4,32569E-05
;;;;;;;d3a50c57-7caf-4400-87f5-b0c10d69e760;Manganese II;Emission to water;fresh water;kg;0,031321636
;;;;;;;e14e7084-544e-4898-b6e9-79c10ae82f7d;Manganese II;Emission to water;lake;kg;1,96941E-06
;;;;;;;c91fd4bf-ed70-4e2f-a34f-159773f981b6;Manganese II;Emission to water;ocean;kg;1,29018E-05
;;;;;;;295060ba-3c3d-45e4-99ca-e17b1204b553;Manganese II;Emission to air;unspecified;kg;0,000140548
;;;;;;;6b7fbea6-4a86-40f9-954d-3c9b3611abfd;Manganese II;Emission to soil;unspecified;kg;2,25674E-05
;;;;;;;0af26a55-d357-469f-abad-8ced785cb4fb;Manganese II;Emission to air;low population density, long-term;kg;9,71841E-05
;;;;;;;9ba8c05d-1593-45a5-8d3b-5c4f3e9fef32;Manganese II;Emission to soil;agricultural;kg;6,88541E-07
;;;;;;;b0546417-3064-4878-bd6f-2da75cefdf63;Manganese II;Emission to air;high population density;kg;3,99683E-05
;;;;;;;9c706cff-cb82-4207-a589-95896e04dc08;Manganese II;Emission to soil;industrial;kg;4,8357E-05
;;;;;;;2460f868-54a9-404c-bec8-c809a44ae72c;Manganese II;Emission to air;low population density;kg;2,22333E-05
;;;;;;;16a6b0a2-16f4-4706-a75a-20e08e41f46e;Manganese-54;Emission to water;fresh water;kBq;0,12659493
;;;;;;;729eac4f-0339-4d0f-8956-a71ebe20a527;Manganese-54;Emission to water;unspecified;kBq;7,85588E-10
;;;;;;;46a9723a-aca5-4b66-9367-47412ec9e3a0;Manganese-54;Emission to air;low population density;kBq;6,7054E-08
;;;;;;;e5492922-eaf5-4409-aa49-7f2a35cd0336;MCPA;Emission to soil;agricultural;kg;1,71129E-09
;;;;;;;0f901f59-84bd-42a5-9a4c-04bd8cac7fb9;Mecoprop-P;Emission to soil;agricultural;kg;2,22465E-09
;;;;;;;8ebbd256-8114-4438-98c9-bbed994c140b;Mefenpyr;Emission to soil;agricultural;kg;4,27806E-11
;;;;;;;7ae398b8-8532-11e0-9d78-0800200c9a66;Mercaptans, unspecified;Emission to air;unspecified;kg;6,0738E-08
;;;;;;;40f89b03-64f8-466d-9480-bca47d8a435c;Mercury II;Emission to water;ground water, long-term;kg;7,74465E-05
;;;;;;;ed2d49f8-110d-4db4-9488-f61c349e6117;Mercury II;Emission to soil;agricultural;kg;4,86278E-08
;;;;;;;e2128dc4-e065-4030-81b3-c978d7bc48ec;Mercury II;Emission to soil;industrial;kg;7,90977E-14
;;;;;;;aef694fb-8da8-4e26-8b7d-6769a6aa03a4;Mercury II;Emission to water;lake;kg;1,07063E-13
;;;;;;;a850e6de-a007-432f-be7f-ce6e2cf1f2ae;Mercury II;Emission to air;high population density;kg;1,96025E-06
;;;;;;;5ec9c16a-959d-44cd-be7d-a935727d2151;Mercury II;Emission to air;low population density;kg;4,35202E-06
;;;;;;;154f63d2-0300-3667-b374-9cd550201cc6;Mercury II;Emission to air;lower stratosphere + upper troposphere;kg;2,05101E-19
;;;;;;;e1aa92d7-9297-452e-ade0-e5e2acc52ad7;Mercury II;Emission to water;ground water;kg;1,57554E-07
;;;;;;;dc90db73-6f27-403d-baf1-cb7e0b6cae31;Mercury II;Emission to air;low population density, long-term;kg;2,97575E-07
;;;;;;;63f3d6ad-26f3-3982-a0ec-d38adc0d4a06;Mercury II;Emission to water;unspecified;kg;8,43494E-08
;;;;;;;e529c930-e3c6-4d2d-8a96-f052ec23f2e7;Mercury II;Emission to water;fresh water;kg;1,38587E-06
;;;;;;;1c46f06d-6ad5-3a2b-b6a3-c694ae3f2153;Mercury II;Emission to soil;agricultural;kg;2,5323E-09
;;;;;;;71234253-b3a7-4dfe-b166-a484ad15bee7;Mercury II;Emission to air;unspecified;kg;9,77018E-06
;;;;;;;f7eca11f-546f-4712-ad80-724254685596;Mercury II;Emission to soil;unspecified;kg;4,69612E-10
;;;;;;;fd61d155-3b34-46d5-8769-efb3e806f545;Mercury II;Emission to water;ocean;kg;2,66476E-07
;;;;;;;8b1020ea-0714-40df-8ea9-450e26963a43;Mesotrione;Emission to soil;agricultural;kg;5,69315E-10
;;;;;;;4793b8fb-08c5-412a-8bdf-789cc2e3abab;Metaldehyde (tetramer);Emission to soil;agricultural;kg;9,08932E-08
;;;;;;;a58d5976-a8cb-4925-9bbe-38f27d1b2388;Metals, unspecified;Emission to air;unspecified;kg;8,36792E-10
;;;;;;;fbebc389-bce6-4540-8869-50076139f370;Metamitron;Emission to soil;agricultural;kg;1,71771E-08
;;;;;;;89dd5dfb-aa72-4c48-aaf7-b0aa16497029;Metazachlor;Emission to soil;agricultural;kg;5,17137E-06
;;;;;;;1defe52a-bc9b-4c03-90fb-91bd35f6ce49;Metconazole;Emission to soil;agricultural;kg;1,88964E-07
;;;;;;;20408dd1-8534-11e0-9d78-0800200c9a66;Methane;Emission to air;unspecified;kg;5,763260198
;;;;;;;09eca9fb-65fe-4d44-956f-c3143fee2192;Methane, dichloro-, HCC-30;Emission to water;fresh water;kg;3,06562E-05
;;;;;;;5f7aad3d-566c-4d0d-ad59-e765f971aa0f;Methane, fossil;Emission to air;high population density;kg;0,010230835
;;;;;;;0795345f-c7ae-410c-ad25-1845784c75f5;Methane, fossil;Emission to air;unspecified;kg;0,169081648
;;;;;;;6b1b495b-70ee-4be6-b1c2-3031aa4d6add;Methane, fossil;Emission to air;lower stratosphere + upper troposphere;kg;1,53977E-13
;;;;;;;70ef743b-3ed5-4a6d-b192-fb6d62378555;Methane, fossil;Emission to air;low population density;kg;0,788183995
;;;;;;;63e7d757-8549-11e0-9d78-0800200c9a66;Methane, monochloro-, R-40;Emission to water;unspecified;kg;8,13531E-12
